person_id,pose_id,embedding
15,5,"[7.8716520e-03 5.0243807e-01 9.7508615e-01 9.7256106e-01 9.9022079e-01
 8.6055458e-01 9.3596780e-01 7.1877414e-01 1.7252734e-03 9.9982953e-01
 1.1579261e-01 9.3649679e-01 8.1977218e-01 1.3342222e-02 1.4598546e-02
 2.0881926e-03 3.8027704e-02 9.9962085e-01 9.9992073e-01 9.9711215e-01
 1.3398580e-01 7.1335596e-01 7.8170501e-02 8.2300603e-01 9.7557175e-01
 2.4247689e-02 2.5752739e-03 8.6455721e-01 5.5782831e-01 7.5986302e-01
 2.2568034e-02 2.0339873e-03 1.5629239e-01 9.4435740e-01 2.6945742e-03
 2.6216403e-01 9.9020201e-01 9.9170440e-01 7.6374203e-02 2.9426479e-01
 9.9969572e-01 1.1308349e-01 8.8437384e-01 9.7914195e-01 9.9958652e-01
 1.9179810e-02 6.6044992e-03 1.2663467e-01 9.9308467e-01 9.9972504e-01
 9.9981230e-01 1.4382295e-02 9.5061064e-01 4.5188009e-03 5.8776941e-03
 9.1432297e-01 2.5699320e-04 2.2167027e-04 7.3243035e-03 5.2886742e-01
 9.8928714e-01 2.5437092e-02 5.9455493e-03 9.6620578e-01]"
15,6,"[1.06055075e-02 4.49297220e-01 9.57796693e-01 8.58146906e-01
 9.96301353e-01 9.24937129e-01 7.85365105e-01 7.80617297e-01
 9.70308844e-04 9.95321810e-01 1.48144290e-02 8.26617479e-01
 9.82013166e-01 4.27239458e-04 8.14091787e-02 8.14681426e-02
 2.59478629e-01 9.98931646e-01 9.99145687e-01 9.91897583e-01
 9.27240372e-01 9.75184977e-01 4.66382094e-02 9.17791128e-01
 8.21845770e-01 1.82035685e-04 3.69169004e-03 9.61205363e-01
 1.82253756e-02 8.62761855e-01 7.42414773e-01 1.58088736e-03
 6.13634428e-03 9.94889796e-01 7.46229617e-03 9.64355469e-01
 9.84985828e-01 9.99655485e-01 1.14258312e-01 4.09420095e-02
 9.89714324e-01 1.73849419e-01 8.60187411e-01 8.87510419e-01
 9.99993563e-01 1.70325499e-03 2.72625051e-02 7.12801218e-01
 9.97979879e-01 9.94810879e-01 9.99408841e-01 6.25779430e-05
 9.86174345e-01 3.93329794e-03 3.36039178e-02 9.65983033e-01
 4.51038759e-05 8.35272658e-05 8.17434266e-02 1.62993267e-01
 9.87498701e-01 2.21352628e-03 4.91276309e-02 9.45752859e-01]"
15,7,"[4.7304876e-02 8.5697269e-01 6.8721700e-01 9.9959320e-01 9.8570836e-01
 5.5246830e-01 9.9353075e-01 9.5370609e-01 1.1466803e-03 9.9976391e-01
 2.8307777e-02 7.2509265e-01 1.2678398e-01 5.4714967e-02 9.4838144e-04
 6.5605302e-04 1.8034421e-02 9.8074543e-01 9.9732614e-01 9.9816829e-01
 7.2571659e-01 7.9746455e-01 1.3159198e-01 7.6774496e-01 9.2795599e-01
 2.5065082e-01 9.4849027e-05 6.8983680e-01 6.5715748e-01 5.1256335e-01
 1.0643160e-03 2.3212003e-02 1.1626200e-01 9.9240822e-01 4.4781440e-03
 4.1993082e-01 9.1812152e-01 9.9709171e-01 8.7209366e-02 4.2161081e-02
 9.9991590e-01 1.4906973e-03 9.8446739e-01 8.1710541e-01 9.9980766e-01
 7.6547071e-02 5.6121433e-03 3.2084960e-02 9.9862230e-01 9.9745256e-01
 9.9973005e-01 4.3011427e-02 9.9857187e-01 7.1406424e-02 3.3303129e-03
 3.8109779e-01 6.8586762e-03 7.7690129e-05 2.6596021e-03 8.6676526e-01
 9.5705831e-01 1.7176216e-02 2.2108012e-04 9.9523771e-01]"
15,8,"[3.34930457e-02 3.05210769e-01 9.85948682e-01 8.16556334e-01
 9.80556965e-01 9.57465053e-01 8.20505083e-01 6.21513784e-01
 9.61104874e-04 9.92943943e-01 6.05648793e-02 9.29629922e-01
 9.58574653e-01 3.11988784e-04 1.12897065e-03 1.04898505e-01
 2.00946242e-01 9.94136095e-01 9.99695301e-01 9.33778524e-01
 6.74787164e-01 9.86395359e-01 2.55939309e-02 9.93445754e-01
 9.18643355e-01 2.27929987e-02 6.30504340e-02 9.81815815e-01
 1.34423552e-02 8.65666747e-01 6.66736126e-01 2.38223257e-03
 1.48107959e-02 9.95581925e-01 3.03987949e-03 9.72114980e-01
 9.98908520e-01 9.98745978e-01 1.92192756e-02 1.97361428e-02
 9.95620549e-01 5.77992462e-02 5.40828824e-01 5.24384856e-01
 9.99943912e-01 1.44065134e-02 1.82199590e-02 2.38576576e-01
 9.94905829e-01 9.91883814e-01 9.99405265e-01 8.35548271e-05
 8.76545370e-01 2.01331392e-01 1.14629455e-02 9.60836649e-01
 8.70073418e-05 4.18289128e-04 2.84359735e-02 5.27686551e-02
 9.92055357e-01 9.17272456e-03 6.20324612e-02 6.50694013e-01]"
15,9,"[2.5118418e-02 8.6773384e-01 9.6336347e-01 9.9834001e-01 9.4584554e-01
 3.3352363e-01 9.6274984e-01 5.8912623e-01 2.3225171e-03 9.9976879e-01
 2.4755677e-02 5.9670520e-01 4.5507771e-01 7.3945820e-02 3.1237807e-03
 1.7922292e-03 1.0256310e-02 9.9798757e-01 9.9517000e-01 9.9804473e-01
 4.9008235e-01 3.7752122e-01 1.3746017e-01 8.8391954e-01 6.7133868e-01
 5.8972883e-01 3.3837860e-04 9.6436918e-01 4.8423180e-01 1.6431528e-01
 2.2515685e-03 3.6621161e-02 1.9630902e-01 9.9404085e-01 1.9175012e-02
 7.9072738e-01 9.7678077e-01 9.7873104e-01 4.1427512e-02 1.3529336e-01
 9.9994618e-01 5.1900852e-03 7.7226794e-01 6.6148442e-01 9.9962825e-01
 2.2761251e-01 3.0286713e-02 1.5665781e-02 9.9770015e-01 9.9840558e-01
 9.9958783e-01 2.2945125e-01 9.9833703e-01 1.9325610e-02 4.2683762e-03
 8.2281601e-01 5.5654156e-03 1.5477724e-04 5.9731596e-04 6.7984354e-01
 9.7659177e-01 4.9079677e-01 8.8682584e-04 9.9249691e-01]"
15,10,"[7.83988368e-03 8.14045072e-01 7.70824432e-01 9.79718447e-01
 9.99329090e-01 6.10341370e-01 9.86558080e-01 8.41812670e-01
 3.90166038e-04 9.99607563e-01 6.40647020e-03 2.53132612e-01
 8.69614482e-01 2.76719773e-04 1.40645921e-01 1.62607280e-03
 1.24426838e-02 9.93230045e-01 9.98347998e-01 9.99031365e-01
 9.38699245e-01 8.86237621e-01 7.80131668e-02 6.34041905e-01
 9.78487015e-01 6.66223816e-04 2.22680415e-03 9.67417359e-01
 2.26237196e-02 7.39278197e-01 4.00147736e-02 4.08195741e-02
 1.08148456e-01 9.97123718e-01 1.14171933e-02 9.26852047e-01
 9.68587041e-01 9.98362482e-01 1.64500624e-01 1.42211705e-01
 9.98635411e-01 8.31561163e-02 9.73461330e-01 9.85884547e-01
 9.99979138e-01 1.31566986e-03 5.37038781e-03 1.93477884e-01
 9.92762625e-01 9.98164177e-01 9.99920428e-01 1.53022440e-04
 9.87071753e-01 2.66988267e-04 1.28313135e-02 9.09815907e-01
 4.01370417e-05 1.74070490e-04 5.86182019e-03 3.25570554e-01
 9.76334512e-01 4.18554135e-02 1.69232078e-02 9.81904507e-01]"
15,11,"[3.04573346e-02 4.45435226e-01 9.70739484e-01 8.64151180e-01
 9.97904718e-01 4.12778229e-01 8.56935024e-01 3.84882569e-01
 9.04022949e-04 9.94488597e-01 6.96864367e-01 9.97563541e-01
 7.95720577e-01 2.97240866e-03 1.14563545e-02 2.11794272e-01
 2.72504706e-02 9.98931825e-01 9.99949157e-01 9.30097878e-01
 5.00625193e-01 7.27356374e-01 9.60078761e-02 9.49315012e-01
 4.74851578e-01 6.36903286e-01 3.55037767e-03 9.99281228e-01
 5.33747554e-01 9.32856381e-01 1.46012183e-03 6.23562224e-02
 1.85876817e-01 9.99308467e-01 1.51117973e-03 9.53755021e-01
 9.99365032e-01 9.74664330e-01 1.68751344e-01 1.94930121e-01
 9.99855042e-01 2.97223806e-01 2.97411270e-02 3.21445704e-01
 9.97599602e-01 2.84776725e-02 8.00735354e-01 3.55981886e-02
 9.89920378e-01 9.96247590e-01 9.99632895e-01 3.62690203e-02
 9.43180799e-01 3.56585672e-03 2.40142494e-02 9.80793238e-01
 4.02541846e-05 1.41046272e-04 4.25438676e-03 4.11391519e-02
 9.72894728e-01 1.87944081e-02 8.69229808e-02 8.28900933e-01]"
15,12,"[7.9835029e-03 4.3523461e-01 9.3610340e-01 9.8897731e-01 9.8975539e-01
 8.4215599e-01 9.0421432e-01 9.7212648e-01 8.5444139e-05 9.9994069e-01
 1.9877988e-03 7.9119134e-01 5.8039647e-01 9.4387251e-05 1.8474352e-02
 1.1233779e-02 3.9403591e-02 9.8047405e-01 9.9705803e-01 9.9728352e-01
 7.9618788e-01 7.9271746e-01 5.9915897e-02 3.0555120e-01 9.8390633e-01
 2.9072494e-03 1.7731542e-03 9.9257600e-01 1.0024845e-01 5.7923877e-01
 3.2350272e-02 1.9858897e-02 4.1781876e-02 9.9736112e-01 4.0840548e-03
 6.1214221e-01 9.8354697e-01 9.9903661e-01 3.1431068e-02 7.3573276e-02
 9.9913096e-01 5.1352782e-03 9.9677944e-01 9.9747491e-01 9.9997383e-01
 5.1213417e-04 1.6558722e-02 5.3209722e-01 9.6234590e-01 9.9982148e-01
 9.9969435e-01 1.8962177e-04 9.9308980e-01 1.6016206e-03 2.2918144e-03
 8.9790106e-01 2.3747349e-05 3.4506142e-05 7.0816085e-02 4.3949756e-01
 9.0740889e-01 3.3796993e-03 2.6421709e-02 9.9201232e-01]"
15,13,"[8.2179047e-03 2.7573931e-01 9.6864134e-01 9.9159551e-01 9.9837494e-01
 9.8271853e-01 9.2172831e-01 9.5566529e-01 2.8481812e-04 9.9985868e-01
 2.2755053e-02 9.3294275e-01 2.5448677e-01 4.9358117e-03 1.6317685e-03
 8.6189050e-04 8.9225441e-02 9.9899375e-01 9.9805939e-01 9.6733487e-01
 6.0310745e-01 8.4501106e-01 4.9548808e-02 8.8952410e-01 9.5769858e-01
 3.4786933e-03 1.4114933e-03 9.5637876e-01 6.1417431e-02 9.1662908e-01
 5.1901784e-02 2.1010390e-03 1.4236203e-01 9.9959534e-01 1.6103021e-03
 9.6263051e-01 9.9741995e-01 9.9548554e-01 3.9704114e-01 1.0585735e-01
 9.9880338e-01 2.9550639e-01 9.3774378e-01 6.6301942e-01 9.9993223e-01
 5.2491517e-04 5.3507835e-03 4.4408956e-01 9.9130142e-01 9.9491262e-01
 9.9986178e-01 2.5229587e-03 9.9464238e-01 1.1152403e-02 9.9663548e-03
 4.5797253e-01 2.0772910e-03 5.4254499e-04 2.3536158e-03 7.4615258e-01
 9.6771032e-01 2.7957205e-03 6.8402556e-03 8.8538313e-01]"
15,14,"[3.3639155e-02 4.0637010e-01 9.2823529e-01 9.9663991e-01 9.9658442e-01
 9.0024996e-01 7.6403224e-01 7.1952820e-01 3.0549252e-04 9.9993068e-01
 9.0909421e-02 9.5086414e-01 7.1501374e-01 1.2910709e-03 2.7559130e-03
 1.1144088e-02 1.1360452e-02 9.9905592e-01 9.9882323e-01 9.4268513e-01
 5.9452498e-01 3.2241574e-01 7.6410314e-03 9.2975354e-01 9.6906704e-01
 3.4963124e-02 3.3487058e-03 9.9481249e-01 4.1544241e-01 9.1422868e-01
 2.6318446e-02 5.8186967e-03 4.6741780e-02 9.9916124e-01 1.1182346e-03
 9.8444027e-01 9.9924219e-01 9.9934840e-01 2.6394701e-01 1.5199861e-01
 9.9943048e-01 1.3079035e-01 9.5402652e-01 8.7673044e-01 9.9974453e-01
 5.0443020e-03 1.0715321e-02 6.3563073e-01 9.8938179e-01 9.9308634e-01
 9.9985975e-01 7.0647686e-03 9.9632472e-01 3.0874999e-03 7.1125464e-03
 9.5908958e-01 8.9116197e-04 2.6339423e-04 1.2040655e-03 3.8270769e-01
 9.6467996e-01 2.7512473e-03 5.2470095e-03 9.7955793e-01]"
15,15,"[2.3529949e-02 7.7128243e-01 5.6319827e-01 9.7877520e-01 9.8740011e-01
 3.0204967e-01 9.8362815e-01 7.9183686e-01 1.5604039e-04 9.9994415e-01
 1.0167005e-02 4.8329335e-01 7.6338869e-01 7.7300905e-03 8.5952729e-03
 2.9393786e-03 2.1061401e-03 9.9956524e-01 9.9928689e-01 9.7561729e-01
 4.7947058e-01 4.5341268e-01 8.3990693e-02 8.3191848e-01 9.6073401e-01
 2.2601141e-01 4.8366532e-05 9.8200554e-01 8.2995820e-01 8.0634177e-01
 9.2850383e-03 1.2670179e-01 2.3659968e-01 9.9700481e-01 4.5226077e-03
 9.4804424e-01 9.9970579e-01 9.8469919e-01 9.0024434e-02 2.0172799e-01
 9.9978942e-01 9.0190815e-03 6.5474558e-01 4.8282513e-01 9.9950302e-01
 2.3119956e-02 2.6954969e-02 2.0542564e-02 9.9338329e-01 9.9120146e-01
 9.9993652e-01 1.8666239e-02 9.9924839e-01 8.8275941e-03 8.8132033e-03
 9.3104541e-01 2.9074042e-03 9.8627301e-05 2.1307005e-03 7.5683951e-01
 9.9473190e-01 1.9996243e-03 2.6454914e-03 9.8982924e-01]"
16,1,"[8.3790380e-01 3.0425140e-01 3.0498686e-03 9.9121493e-01 3.0513403e-03
 9.8702830e-01 9.9116310e-02 9.1858995e-01 2.4870530e-02 9.6116988e-03
 1.3467580e-01 5.3647637e-01 9.7742304e-04 9.6618807e-01 1.0696771e-02
 6.5462582e-02 1.4290334e-02 5.2751680e-03 9.9314547e-01 1.3015259e-03
 8.1410646e-01 9.2823744e-01 3.4396298e-02 9.9800605e-01 5.3296852e-01
 2.3029833e-01 9.7771794e-01 6.1584747e-04 9.9828929e-01 1.0715867e-03
 9.1794068e-01 9.8489159e-01 4.1565936e-04 8.1522262e-04 6.0543668e-01
 2.5196827e-04 9.6048659e-01 9.9879527e-01 9.9240655e-01 1.5898755e-04
 9.9989265e-01 8.9262187e-01 8.3667427e-01 8.8984914e-02 9.9837494e-01
 4.8836027e-03 9.3897015e-01 9.9598318e-01 1.2647101e-01 9.5130807e-01
 9.3614304e-01 3.9611571e-02 9.8020144e-02 4.8550587e-02 9.9716890e-01
 1.5152281e-05 7.4323718e-03 4.8025250e-03 9.6237236e-01 1.2430092e-02
 9.9771762e-01 9.0293045e-04 8.3188877e-02 9.9791068e-01]"
16,2,"[3.0252290e-01 7.8014016e-01 2.2654952e-03 9.9749970e-01 4.4327253e-03
 9.9887961e-01 3.8734263e-01 9.7988349e-01 1.3143267e-03 1.1558261e-02
 9.4350122e-02 4.9734071e-01 3.4670576e-02 9.7407365e-01 8.1650726e-03
 4.3136489e-01 1.3091275e-01 5.5286575e-02 9.8398876e-01 2.5845957e-03
 8.9336580e-01 7.2924936e-01 9.6053684e-01 9.5814699e-01 2.6045505e-02
 5.3589810e-02 9.9995577e-01 3.9807195e-03 9.9686390e-01 2.2907187e-03
 8.4679782e-01 9.9291039e-01 1.9953023e-03 1.4950681e-03 5.3038705e-02
 3.1544666e-03 7.0945495e-01 9.9808580e-01 9.5007676e-01 7.6610839e-04
 9.9807924e-01 1.9940047e-01 4.9189001e-01 7.6354430e-03 9.9614960e-01
 1.6190510e-02 5.8297384e-01 9.7923768e-01 3.1150876e-02 9.7801793e-01
 3.9838144e-01 9.5350370e-03 8.6648192e-04 4.8458215e-02 9.9885064e-01
 2.9009557e-04 2.4125585e-03 7.0743077e-03 9.9660265e-01 3.0276924e-02
 9.9066228e-01 1.3626192e-03 5.2120063e-02 9.8843265e-01]"
16,3,"[9.3253958e-01 3.4595513e-01 6.0400493e-03 9.2876917e-01 2.4625093e-03
 9.9876130e-01 8.3679436e-03 9.5792401e-01 4.6227858e-03 4.3375999e-02
 4.1609234e-01 9.7136503e-01 1.9329922e-02 9.6747088e-01 1.4944250e-02
 6.9159530e-02 7.0950352e-02 5.2819604e-01 9.9993116e-01 5.9507205e-04
 9.9901098e-01 9.9108964e-01 9.8909414e-01 9.9407202e-01 3.8404474e-01
 2.5389338e-01 9.8990786e-01 8.9499699e-03 9.9753261e-01 2.1738861e-02
 4.6101671e-01 6.9711632e-01 3.1810828e-02 1.3048771e-03 7.2800547e-01
 2.4758932e-05 9.3898290e-01 9.8899251e-01 9.8840809e-01 9.5373165e-05
 9.9343038e-01 9.2417765e-01 4.5449695e-01 1.3041615e-03 9.7783989e-01
 4.3814501e-01 1.2911707e-01 8.1029814e-01 3.7079066e-02 9.3424678e-01
 9.1706538e-01 3.4488083e-03 1.7499968e-03 9.4367623e-02 9.7590172e-01
 3.3603320e-03 2.4708655e-02 3.3020794e-02 7.4829161e-01 1.1891528e-01
 9.9901456e-01 2.6285357e-04 1.7278923e-02 9.9860966e-01]"
16,4,"[7.42967904e-01 3.82861868e-02 2.11745268e-03 8.82509470e-01
 3.81641695e-03 9.79320645e-01 3.81256521e-01 9.87581015e-01
 2.47621182e-02 9.42291245e-02 1.28447533e-01 8.58824074e-01
 2.73494632e-03 9.21158791e-01 1.00092655e-02 5.98596968e-02
 1.15909271e-01 1.89192183e-02 9.96370554e-01 3.09637748e-03
 9.98343408e-01 9.47364628e-01 8.06011856e-01 9.98226106e-01
 5.52490830e-01 5.45735322e-02 9.74922955e-01 1.05913756e-02
 9.97539103e-01 3.92777583e-04 9.72418547e-01 9.61179972e-01
 4.32813261e-03 1.16775581e-03 6.59179568e-01 7.92770938e-04
 9.88793075e-01 7.50176609e-01 9.98890519e-01 2.49058416e-04
 9.96583462e-01 8.83990228e-01 7.85105407e-01 7.89718609e-03
 9.54284012e-01 1.26897767e-02 5.72311938e-01 9.40337300e-01
 2.90776975e-02 9.73897099e-01 9.83589947e-01 4.29621488e-02
 2.94322148e-02 1.49303064e-01 9.85328555e-01 1.43798278e-03
 2.64816009e-03 1.57210156e-01 8.64878297e-01 3.46923396e-02
 9.97067809e-01 3.07149836e-04 2.38288209e-01 9.93579745e-01]"
16,5,"[7.97276497e-01 5.35300449e-02 1.97408698e-03 9.07759249e-01
 1.38098304e-03 9.82629061e-01 2.89724946e-01 9.40122962e-01
 1.12834565e-01 1.44227536e-03 1.58011336e-02 5.08579373e-01
 1.27777818e-03 9.82638180e-01 1.17681008e-02 5.06861927e-03
 1.27982371e-03 3.78748798e-03 9.99585271e-01 2.24874332e-03
 9.71018732e-01 8.18463445e-01 3.27365190e-01 9.94004011e-01
 4.89831269e-01 3.57526571e-01 8.93081367e-01 6.93578571e-02
 9.97493029e-01 1.76381471e-03 9.51450706e-01 9.67486382e-01
 2.21817871e-03 2.65913695e-04 8.44162166e-01 4.01385390e-04
 9.46122408e-01 9.98584688e-01 9.91448641e-01 4.41565935e-04
 9.99355316e-01 9.76622403e-01 6.93814635e-01 4.12555009e-01
 9.86399710e-01 9.64108389e-03 9.66634154e-01 9.61255550e-01
 9.45063531e-02 9.42494154e-01 9.85524893e-01 7.37782149e-03
 1.40009359e-01 1.82039253e-02 9.99024034e-01 7.33801207e-05
 7.56036770e-03 1.03100640e-04 9.94454503e-01 6.55146390e-02
 9.99152124e-01 4.12066793e-03 1.94216203e-02 9.99138415e-01]"
16,6,"[3.93696457e-01 1.45280749e-01 7.34585047e-01 9.69591498e-01
 9.91258025e-03 9.95574653e-01 2.05972478e-01 8.28456163e-01
 3.58644910e-02 8.58871266e-03 7.45966518e-03 3.71217132e-01
 6.98546972e-03 7.24364877e-01 1.65656693e-02 6.30469024e-01
 2.97152787e-01 6.45275041e-03 9.94733274e-01 1.43014803e-03
 9.33851719e-01 8.67169142e-01 7.35679388e-01 8.08473289e-01
 2.65065078e-02 2.30567642e-02 9.96669054e-01 1.22833950e-03
 9.96403396e-01 5.74473343e-05 9.92637694e-01 9.76500809e-01
 5.33528253e-02 1.61435409e-03 9.74072993e-01 1.44539110e-03
 9.48127210e-01 9.94536281e-01 9.99630868e-01 2.93891848e-04
 9.96795058e-01 9.52079892e-01 8.55743468e-01 2.29442585e-02
 9.92587805e-01 8.22705496e-03 8.25897336e-01 9.70459282e-01
 1.17037535e-01 8.50547075e-01 4.82034266e-01 1.98695634e-04
 5.60452119e-02 1.54424563e-01 9.64822471e-01 8.09601566e-04
 5.60084183e-04 3.45445544e-01 9.68073487e-01 8.42346996e-03
 9.97074425e-01 3.02599619e-06 4.50244397e-01 9.95970011e-01]"
16,7,"[9.15870905e-01 3.39221619e-02 4.26037190e-03 7.84119785e-01
 1.07582994e-02 6.89545989e-01 6.96478635e-02 2.67705917e-01
 1.40619993e-01 1.37424591e-04 7.82631245e-03 6.49061918e-01
 1.34722991e-02 9.89022970e-01 7.01744435e-03 3.20269287e-01
 1.54232420e-02 5.07937046e-03 9.97314274e-01 7.82694574e-03
 9.70712900e-01 8.20786417e-01 9.46569070e-02 9.97040808e-01
 5.39770842e-01 2.61819631e-01 8.89030397e-01 3.96873383e-03
 9.96991634e-01 1.47379364e-03 9.79811847e-01 9.30129230e-01
 5.86583337e-04 7.07614759e-04 9.35420930e-01 1.68845843e-04
 9.41906273e-01 9.97139752e-01 9.97712255e-01 1.02785634e-04
 9.99755323e-01 9.92634714e-01 4.16335493e-01 6.82793036e-02
 9.93504107e-01 3.88608221e-03 8.56316447e-01 9.87218738e-01
 1.57598764e-01 6.84378266e-01 9.18234766e-01 3.40675563e-03
 1.28640486e-02 7.60574266e-02 9.72493827e-01 3.52390707e-05
 2.00960273e-03 6.03325898e-03 9.88708019e-01 6.49834005e-03
 9.99286115e-01 9.19416379e-06 5.45538031e-02 9.99949157e-01]"
16,8,"[8.7370378e-01 4.6992511e-03 9.2074210e-03 9.7911912e-01 4.0029440e-02
 9.4897944e-01 1.0517806e-02 7.1853870e-01 1.6797993e-03 1.7896362e-03
 2.7575353e-02 6.7507219e-01 8.1139673e-03 7.2173488e-01 1.0411041e-03
 7.1404129e-02 3.3925295e-02 7.5838747e-03 9.9940324e-01 1.8871713e-03
 9.8648137e-01 9.5763236e-01 6.7911595e-01 9.9132025e-01 8.5035193e-01
 2.7823044e-02 9.8450273e-01 3.3378880e-04 9.8860848e-01 4.4353798e-04
 8.8954401e-01 8.4307218e-01 7.3609041e-04 2.5790237e-04 8.0458546e-01
 1.7497070e-03 8.4834766e-01 9.9024212e-01 9.9912518e-01 4.9370450e-05
 9.9984306e-01 9.8655766e-01 7.4777853e-01 8.0958501e-02 9.9915421e-01
 2.3107906e-03 9.0126187e-01 9.8005140e-01 5.6768870e-01 9.7469658e-01
 9.7626543e-01 4.4416436e-03 5.1112506e-03 1.0256031e-02 9.8742604e-01
 2.0421528e-05 1.3927050e-03 2.2912817e-01 9.5923060e-01 9.2671812e-04
 9.9099487e-01 1.5560017e-05 4.0652379e-02 9.9960858e-01]"
16,9,"[3.8993028e-01 4.6305608e-02 8.5715549e-03 8.4325957e-01 6.2065520e-03
 9.8372972e-01 3.1782735e-02 8.4796327e-01 1.1258540e-02 4.8741786e-04
 2.7009232e-02 7.8248590e-01 3.9719134e-03 8.2045770e-01 5.2740695e-03
 2.3429543e-02 3.3566118e-03 2.0656092e-02 9.9442512e-01 1.2630197e-03
 9.9331492e-01 9.0695924e-01 7.6113522e-01 9.9004066e-01 7.5985634e-01
 3.4792987e-01 9.9650520e-01 5.2699763e-03 9.9899191e-01 4.7357343e-04
 9.2107081e-01 9.2964041e-01 3.2366137e-03 2.4065620e-04 4.8382932e-01
 1.9155218e-03 9.8644435e-01 9.9565780e-01 9.9923289e-01 2.9794170e-04
 9.9963647e-01 9.1206563e-01 9.1095376e-01 1.7233944e-01 9.9572724e-01
 1.2697217e-02 9.4898438e-01 9.6147174e-01 3.0335581e-01 9.7566658e-01
 9.8771781e-01 4.2941142e-02 3.9894674e-03 2.2222254e-02 9.9633849e-01
 5.7169706e-05 1.3944628e-03 5.0357128e-03 9.5743585e-01 1.3151963e-03
 9.9877274e-01 1.1868632e-03 2.6839228e-02 9.9963230e-01]"
16,10,"[7.4077404e-01 6.3630402e-02 1.0103231e-03 9.4479847e-01 4.0918319e-03
 9.9360716e-01 1.5310697e-01 9.9931252e-01 1.1920890e-02 6.8297654e-02
 2.0678362e-01 3.8279581e-01 2.4722298e-04 8.5681236e-01 6.8613430e-03
 8.9838058e-03 3.1300392e-02 1.5263658e-02 9.9879044e-01 8.2782464e-04
 9.9503118e-01 9.9751896e-01 7.7646685e-01 9.9716222e-01 3.7308794e-01
 3.0529201e-01 9.9489826e-01 1.1195738e-03 9.9857575e-01 3.7151593e-04
 8.7405676e-01 9.6858221e-01 3.4369212e-03 1.2329074e-04 6.2647295e-01
 7.4933073e-04 9.9041080e-01 9.3142140e-01 9.9927676e-01 3.2214048e-05
 9.9947560e-01 5.7258463e-01 8.9530122e-01 5.9030475e-03 9.6077442e-01
 1.2219092e-02 8.6998928e-01 9.8380286e-01 1.0690516e-01 9.8460925e-01
 9.9659693e-01 4.2252418e-02 4.0746287e-02 2.3393321e-01 9.8735023e-01
 2.0986865e-04 2.7774293e-03 7.7521026e-02 8.3581656e-01 3.5544643e-03
 9.9075329e-01 5.8648784e-05 6.2272746e-02 9.9351567e-01]"
16,11,"[4.9697414e-01 6.6044933e-01 1.3197567e-03 4.1841897e-01 1.9915483e-04
 9.8756528e-01 2.9980820e-01 9.8419082e-01 1.3940199e-01 6.1290865e-03
 1.5315908e-02 4.1211030e-01 3.7347386e-03 9.7143430e-01 7.6252790e-03
 3.1119818e-02 2.6828384e-01 3.5798896e-02 9.9957216e-01 8.5640080e-05
 9.8831671e-01 9.7859538e-01 9.1360998e-01 9.9735540e-01 6.5748322e-01
 2.0714197e-01 9.9988967e-01 1.3820383e-02 9.9980748e-01 4.5106854e-02
 9.9697340e-01 9.8090398e-01 4.0569867e-04 6.4746122e-04 6.2437451e-01
 7.6795783e-05 9.9171811e-01 9.9091464e-01 9.9797326e-01 1.3135514e-03
 9.9242049e-01 9.6389830e-01 8.8987499e-01 9.4453042e-04 9.9709153e-01
 2.9442862e-02 6.0870236e-01 9.9898702e-01 1.1436238e-03 8.7926745e-01
 9.4409168e-01 3.4924544e-02 4.7590625e-02 1.3906550e-02 9.9934030e-01
 7.9938205e-04 1.2037037e-03 3.7876701e-03 9.3007052e-01 3.1348459e-02
 9.9990755e-01 8.9448977e-06 1.1852894e-01 9.7235245e-01]"
16,12,"[3.0501619e-01 1.3776092e-01 1.4048772e-03 8.2305199e-01 3.2702270e-03
 9.8039699e-01 6.2878616e-02 8.4979820e-01 1.6593231e-01 3.1359139e-04
 2.2236805e-02 2.9759353e-01 3.3212142e-04 7.0182884e-01 1.6979504e-02
 1.5289593e-03 3.5752777e-03 5.8956700e-03 9.9994737e-01 1.2056179e-04
 9.9015135e-01 5.5181241e-01 3.7027639e-01 9.9568963e-01 7.3603886e-01
 2.7893445e-01 9.8244298e-01 1.5669303e-02 9.9768507e-01 2.0434065e-03
 9.8879308e-01 9.7168469e-01 9.7080623e-04 1.0545721e-04 8.9045322e-01
 1.0348683e-02 9.9400711e-01 9.9697614e-01 9.9934614e-01 3.3659022e-04
 9.9712229e-01 9.8165017e-01 7.9712373e-01 7.8353971e-02 9.9505031e-01
 1.3555963e-02 9.5205081e-01 9.4096863e-01 2.3672630e-01 9.6276450e-01
 9.9518687e-01 6.9903997e-03 1.2600310e-02 2.6931228e-02 9.9882346e-01
 1.5077156e-04 1.7555401e-03 1.0225232e-03 9.8747152e-01 8.7919971e-03
 9.9721354e-01 1.3651918e-03 8.5550763e-02 9.9973899e-01]"
